#NAME,EI_01,EI_02,EI_03,EI_04,EI_05,EI_06,EI_07,EI_08,EI_09,EI_10,EI_11,EI_12,EI_13,EI_14,EI_15,EI_16,EI_17,EI_18,EI_19,EI_20,EI_21,EI_22,EI_23,EI_24
ENSMUSG00000032271,0.653583842,0.991753017,0.772690851,0.504837319,2.711184396,0.5015655,14.69952031,11.66566507,4.310974351,26.57363433,1.527281303,2.748406319,46.35039212,57.11364105,107.1669821,56.30034261,17.52207573,54.77194989,59.01595762,22.32862214,49.74423348,57.30920686,70.24215302,31.85801538
