#NAME	EI_01	EI_02	EI_03	EI_04	EI_05	EI_06	EI_07	EI_08	EI_09	EI_10	EI_11	EI_12	EI_13	EI_14	EI_15	EI_16	EI_17	EI_18	EI_19	EI_20	EI_21	EI_22	EI_23	EI_24
#CLASS:Condition	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected
#CLASS:Treatment	Sham	Sham	Sham	Sham	Sham	Sham	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Sham	Sham	Sham	Sham	Sham	Sham	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Vancomycin
#CLASS:Sex	Female	Female	Female	Male	Male	Male	Female	Female	Female	Male	Male	Male	Female	Female	Female	Male	Male	Male	Female	Female	Female	Male	Male	Male
ENSMUSG00000030109	14.77236895	20.83084098	9.464971417	33.13425782	19.198394	13.70004348	11.45315166	17.5554511	31.9695607	18.12535721	19.401672	23.66637264	31.25653539	29.57867671	28.55134062	20.54460275	21.82778002	19.85050796	32.85223183	27.19413151	32.53737514	25.04287776	27.16267791	26.96686649
ENSMUSG00000030120	162.3112818	123.5050214	139.8101735	122.7337869	119.0026511	130.5840329	103.1110833	96.52004955	91.54655816	90.33360159	107.1652532	122.6273005	107.2858294	107.3089232	104.6214277	99.029307	129.5523739	125.5831195	98.76469046	97.78483402	88.71943076	97.71709901	94.70593754	110.9620568
ENSMUSG00000030122	333.0230522	193.1419015	150.2562569	259.0500388	227.4744017	210.5559073	261.735877	386.3659385	323.6624677	312.230176	426.106788	370.5100084	262.201597	349.5889464	385.093785	187.9038307	430.4629503	335.787052	265.5693176	212.9786018	415.79464	578.0286093	324.4804001	268.3013378
ENSMUSG00000030123	4.40883	6.368503	9.077636	4.013244	6.194997	4.281166	1.299119	2.258404	5.135221	3.041333	4.99053	2.623821	4.198364	5.078564	2.832618	1.218252	3.1989	3.963976	4.607848	4.593235	5.376018	3.451201	3.396673	3.378881
ENSMUSG00000030126	7.922896921	5.57988741	9.954468005	5.086681481	7.27791181	8.643095117	9.910639628	6.604647084	4.396630741	5.343194022	6.778628459	5.784670538	5.30827434	3.254898414	5.641201173	4.521632522	6.328164086	4.308300205	3.602901504	4.012213655	2.785296657	6.974681247	6.801731751	4.544146748
ENSMUSG00000030127	38.09524886	41.58376551	45.36916454	28.68653784	37.7569109	29.34859109	26.91230935	23.73965051	19.68986096	16.97110905	22.38677894	21.17590662	26.43600732	20.59016293	20.40458011	22.06129949	21.94368316	22.62873195	21.70693502	19.27056367	22.92822314	21.64436005	19.20796444	20.2485871
ENSMUSG00000030131	18.770716	0.084429	23.590063	20.708986	5.429245	51.316227	2.053966	62.861416	4.805891	93.159149	51.246567	114.467079	132.817032	119.526031	150.381821	57.760509	124.157158	57.773239	66.32328	222.087173	233.963715	109.598579	129.672119	68.121696
ENSMUSG00000030137	14.053825	18.081314	6.616629	9.373272	17.079136	8.656133	0.736843	1.593663	0.864434	0.597845	0.904239	0.898659	0.383556	0.358016	0.574197	0	0.653282	0.301453	0.84263	0.109029	0.249848	0.227757	0.250368	0.117008
ENSMUSG00000030138	7.493497	6.772416	8.505095	6.711632	8.259128	6.101669	2.553736	4.150913	5.603235	4.761373	7.180439	5.843158	6.175131	6.88246	4.404462	3.575195	7.03432	6.884571	4.921936	4.807878	5.60965	5.856204	5.670024	5.932247
ENSMUSG00000030157	52.049931	100.721039	37.547157	60.923477	42.522457	107.004616	243.808426	175.618896	84.897865	208.894989	52.559532	72.309097	132.910843	118.008186	181.871536	152.140015	78.720238	44.951893	141.218643	107.340973	79.183128	70.964264	66.882927	50.567463
ENSMUSG00000030159	8.940419	10.914124	21.698215	11.848585	15.901896	7.284744	5.295068	15.514051	6.552005	7.237254	6.762336	3.905416	5.377285	5.811493	7.52191	5.414002	3.784198	3.840298	4.685671	6.515987	7.2871	3.494845	4.679403	2.603444
ENSMUSG00000030161	183.784592	214.032242	188.619049	199.895615	153.315216	313.448181	218.181351	160.712509	175.641876	157.458023	247.24054	165.75975	228.573257	233.596573	291.735901	207.020203	234.200745	235.21167	262.226196	236.606598	256.670502	269.481628	250.612091	242.312744
ENSMUSG00000030168	105.415934	73.1772768	67.43006098	88.07981434	77.7609301	133.635	46.88713747	68.54406453	66.21881361	91.35939523	116.5657988	106.5291355	88.12338329	99.39384412	74.5142286	114.5217975	153.6019661	89.36364909	102.1654147	97.8144228	143.6311719	115.8521569	132.2024455	122.8912763
ENSMUSG00000030170	4.680159	3.425539	0	4.878502	4.92469	1.897198	3.566871	6.597247	2.387721	3.101033	2.898258	3.608634	3.248989	3.420856	2.789652	3.344764	2.39762	2.269199	3.11129	1.593769	1.315158	0	1.232318	1.823776
ENSMUSG00000030189	61.39005714	49.28154974	98.53343058	27.86660182	37.66164078	30.73037708	13.69119249	13.24750744	17.47437903	11.35352172	18.36002463	12.49885443	18.26901015	19.85301775	17.40009016	9.457319813	12.62233119	12.20976632	13.65617997	16.85388116	15.57017075	10.99925654	12.79951073	13.54335996
ENSMUSG00000030201	4.949822	10.319679	9.157814	5.641102	7.390435	5.465111	1.164752	3.02319	7.716667	6.46086	8.413802	3.337883	5.684266	8.193332	3.88228	4.914457	8.620986	9.32881	5.935864	4.8968	7.950608	8.366484	7.334627	7.588818
ENSMUSG00000030203	5.587438858	5.978581511	20.53963214	6.39645693	7.30554056	4.086700958	2.707360805	3.561909668	4.834155495	6.172427343	5.970926148	5.296069844	5.547344416	6.981555702	5.237324392	5.90291936	6.337139987	5.991100264	6.104870523	6.2397424	6.00642146	7.8780245	6.248017293	7.433796676
ENSMUSG00000030204	21.293928	12.084672	17.083565	14.608461	16.613964	16.665379	13.572721	19.156696	13.145885	10.943745	16.81385	13.025684	15.293679	13.675746	16.596588	14.761689	12.498102	11.312501	15.871821	14.865249	13.076106	14.907527	11.441924	11.838386
ENSMUSG00000030207	14.137631	15.53374	18.442526	16.62851	21.005602	8.440621	2.214879	5.893708	9.263167	5.968893	8.696249	7.807085	9.088584	8.880034	6.374202	8.081639	5.85433	7.301528	8.526455	6.921505	8.484982	8.188582	7.448453	4.33855
ENSMUSG00000030208	0.882099	0.6418	6.755036	0.451039	2.097195	0	1.049086	0	0.947161	0	0	0	0.381878	0	0	0.490945	0	0	0.391207	1.009409	1.513207	0	0	0
ENSMUSG00000030214	18.05664655	39.88357488	11.95053823	15.31413528	15.80001228	13.34323757	19.029251	16.69051195	14.66156872	14.78888219	13.29281123	12.84282393	11.9497917	14.46552056	12.84376622	9.802067649	10.49659766	15.66920325	12.52630668	11.22103045	7.048216173	8.484391983	9.493924932	9.281184982
ENSMUSG00000030216	13.408623	11.318583	18.421747	14.195071	14.535445	9.842506	4.18962	8.108332	10.851321	7.568023	13.03659	8.688545	12.437472	11.914481	6.494857	9.236663	10.959835	9.851303	11.516104	10.876411	11.569093	9.824715	9.776098	9.907326
ENSMUSG00000030218	5.968074	3.274199	9.346499	3.154829	6.970178	3.431429	15.545691	6.280832	5.314245	0.542812	2.390682	2.271552	1.657015	3.01786	6.796327	1.280658	1.347349	0.600873	1.027733	3.940528	3.538383	3.965361	1.607234	3.013255
ENSMUSG00000030220	9.131139371	6.120966474	11.22065381	3.46636286	5.610782649	7.183845132	5.142635223	9.01741946	3.24878857	3.011324342	5.354734244	4.555457942	3.835962345	5.017678387	7.16206756	3.256044067	3.243436069	2.206624934	5.410822507	5.8170354	6.3292256	2.571174695	2.790931322	2.070099627
ENSMUSG00000030224	57.956055	46.597416	60.672237	54.612389	51.506817	49.042923	44.094585	43.182751	31.614594	27.965647	36.839226	33.506458	35.919716	31.408003	36.262833	31.970854	33.796696	37.542786	29.8433	27.162081	29.800758	30.004017	26.964178	29.274015
ENSMUSG00000030225	15.29838366	13.41746512	11.82161377	14.28586277	13.43471428	19.38815731	31.30276386	25.99628798	20.98276253	17.68724245	19.20510518	21.70069368	20.89065539	17.64359959	23.36239535	29.38748005	19.20524734	19.17624335	18.52646033	16.02159185	18.00506795	20.21759271	22.62091424	22.77896196
ENSMUSG00000030231	4.176142621	4.748298603	18.24730874	6.28095503	5.512619017	5.360347607	0	2.224861987	2.577609569	4.104003407	4.586710422	1.775279353	2.661507432	3.579239261	2.414083771	3.586163521	3.46540554	4.563436318	4.276237331	3.812387195	6.014230422	2.165983022	5.258646162	3.364191551
ENSMUSG00000030232	3.758261811	5.570213303	7.742728681	5.171536486	6.928572636	3.585818409	1.168790001	1.594187373	2.906230687	1.8164128	3.672319578	2.575899205	2.317631119	3.186909926	2.791716393	2.488844505	3.851574049	3.134600798	2.755452712	2.453103898	4.005269734	2.471642916	3.477527889	3.02374709
ENSMUSG00000030236	178.8473744	166.0759472	10.09831016	159.0397311	126.5687746	243.9516912	288.0031721	222.3034672	268.5308709	228.0079247	269.8457132	222.7230695	232.3077577	258.3289367	282.8076955	310.5716417	285.2635987	333.9114999	303.5747437	202.2399284	255.645875	275.2299958	269.5832149	310.1628477
ENSMUSG00000030237	17.06203675	13.02262331	2.529678554	42.98585464	42.15227702	9.067711268	8.049624731	17.47696276	18.19148218	2.092054602	0.357591964	3.064470338	35.22813258	30.40574652	36.58074632	12.79758252	4.327618689	2.272956659	35.05699452	20.1486109	28.11081617	6.813325579	11.79974347	10.36361673
ENSMUSG00000030244	54.10074721	67.0342528	27.48961526	92.70255539	115.6678247	41.10086988	31.14116801	77.70821102	67.77791922	54.20511671	80.48558008	57.52717682	98.3797764	74.94035744	72.40707997	56.82766309	54.41133389	73.096349	45.94176663	53.59152007	51.34096073	65.89005455	57.7301584	53.9065369
ENSMUSG00000030247	2.497504	2.62113	4.421002	1.866308	6.289304	1.892461	3.494393	2.942135	1.181282	1.105603	2.004915	2.083296	1.823277	1.5275	1.962629	1.021911	0.941105	0.87358	1.740463	2.461484	1.62568	0.727955	0.899581	0.708346
ENSMUSG00000030249	3.045290642	4.264128776	9.393151615	2.787423702	5.432020692	0	1.009918722	1.552782454	3.32216317	1.503449023	2.280834672	1.872823994	2.744952787	3.411509465	1.90918392	1.159476879	1.662007898	2.767033007	1.772260937	2.621954671	3.45773723	2.175449148	2.09005198	2.346893063
ENSMUSG00000030259	7.099912946	6.076058082	10.23310891	6.426279813	5.727845807	6.746243966	3.044357638	3.752302616	6.710578552	5.961251569	5.818588967	4.749314365	4.945210406	6.201157855	5.331922836	4.923477372	7.567151521	8.585134918	4.141533171	6.090501908	5.587058994	6.12024044	5.018619857	4.634742864
ENSMUSG00000030264	8.142916985	8.772996187	15.92602616	7.272862245	9.319127772	5.862083855	9.34631469	7.73598045	4.800247579	4.0884395	5.531113837	6.917966398	5.464100067	4.278328399	3.657319564	4.894526105	5.960813237	4.369933137	4.821772548	2.921123535	4.688300036	3.517352915	3.492793225	3.853674328
ENSMUSG00000030265	6.939262	7.060914	9.616439	5.951829	7.478259	6.922528	4.896543	5.019521	4.195127	4.635764	4.639026	4.419631	3.963934	5.142421	4.335443	4.198923	5.997502	4.768856	4.495494	4.60878	5.10264	3.565925	4.374362	4.303846
ENSMUSG00000030269	5.875984	8.18851	8.466841	5.465856	6.46759778	4.871059	4.885219	5.518322	7.246168	5.631114	6.76944	6.113712	6.605628	6.966254	6.793283	6.443402	6.308727	7.153652	5.550004	5.830968	6.937266	6.100281	8.951413	7.307173
ENSMUSG00000030271	0.922573	2.360825	3.516276	0.378219	1.338269	0.016458	0.415077	3.195858	1.22867	0.124752	0	0.00734	2.20128	1.569062	0.012581	0.171215	0.66751	1.0707	0.073643	0	0.204304	0.049897	0.423229	0.611923
ENSMUSG00000030272	17.71433477	14.96517955	29.89096843	8.450115734	13.00156142	11.66812922	15.75735379	12.85254792	7.819474518	5.96541068	7.509271954	8.632640711	9.422934941	9.255445251	11.20912016	7.554371719	6.999386077	7.445833596	8.224448066	10.05809698	7.730915601	5.547485391	3.557608603	5.854104755
ENSMUSG00000030275	12.804572	14.072184	13.464557	10.518143	11.480438	15.153416	5.932958	6.377732	8.459085	9.926138	12.316955	6.908591	8.085944	8.284465	6.57248	9.612272	14.148862	17.025816	7.71555	5.901185	9.321715	13.653078	11.521122	10.733414
ENSMUSG00000030278	18.17542638	81.21322689	63.6688486	5.445249031	72.46423898	4.459660598	1.193192912	1.278431407	0.910998026	1.228698869	2.713781268	1.551503704	0.933321003	1.216048821	0.442301675	1.633746684	0.773284558	1.482047952	1.250953342	0.681458781	0.745497003	1.09843747	7.240400598	3.506599385
ENSMUSG00000030281	37.48253975	28.83006166	23.99824071	18.78274716	20.40717756	20.36135005	11.46311638	17.43510934	13.8343883	11.71423823	13.69254411	13.0248334	17.73099176	11.58710224	11.85028419	13.1717579	14.67427092	14.24459471	15.70333295	12.18636105	11.61899909	9.820389814	11.2679105	13.78874027
ENSMUSG00000030282	53.011383	46.002743	46.136581	40.006882	37.255756	51.525242	31.342262	26.912291	31.816364	26.035248	38.982563	34.80127	31.833288	25.242268	23.438219	26.268808	35.568737	36.543129	25.668451	26.386696	21.464243	27.793152	36.191803	35.202114
ENSMUSG00000030284	23.35961877	26.99142315	30.60796873	18.33703514	21.35552433	28.55395448	9.709833143	10.43257868	11.74618163	16.16574376	22.01507422	14.73178665	12.99782245	12.98576594	12.9263359	14.30210848	17.19592057	18.70918331	15.70582233	14.80973125	12.42752125	19.16814839	19.68766601	15.64336991
ENSMUSG00000030286	28.932362	30.304804	37.015091	27.605207	30.813255	29.23152	32.1591	26.907673	24.115711	19.790098	25.717566	24.493301	21.892735	24.652679	22.042442	26.313114	26.590565	25.230204	25.42067	22.190781	20.529716	21.168913	25.403389	25.115133
ENSMUSG00000030291	10.97271547	14.34563163	13.73072004	4.747489649	7.766810289	11.22859995	18.83636547	11.03617084	2.919273231	10.81597924	5.003126077	7.932995753	5.490684047	3.683841505	7.671580215	6.496619319	4.512315009	3.562302914	5.120600813	4.694027583	4.357820651	4.221696864	3.718103846	3.296846445
ENSMUSG00000030298	57.336864	74.469597	68.229454	40.95924	47.571377	44.812214	63.677685	46.867214	28.279816	30.634901	37.984325	44.510498	28.290075	27.218763	27.104481	47.49337	38.572849	41.154594	27.868195	27.058971	22.553198	29.025496	29.969666	29.563885
ENSMUSG00000030301	13.71836	11.55478	19.232521	9.422452	10.411323	14.852175	10.104872	11.079585	9.035531	9.764421	12.844133	10.773733	9.5638	10.417023	11.177166	11.627003	10.102144	11.175671	10.019774	8.261986	10.598863	9.866956	10.441823	8.601069
ENSMUSG00000030304	5.525163	8.524477	5.263134	4.971821	5.118263	4.942818	8.570816	7.374593	5.453312	10.742101	8.022589	5.424291	4.838681	5.386605	4.538295	4.113349	4.804976	4.205637	3.700645	4.494116	3.840321	5.845431	5.132647	4.132969
ENSMUSG00000030313	7.174029162	13.45753877	5.4589927	8.188045052	8.138446663	7.09142013	3.477743917	3.75881104	9.591018765	8.313310813	6.773856878	4.383865256	6.358195105	9.3324595	6.040948436	6.786128596	8.963455042	9.902761363	7.887774422	6.271266881	8.370791086	8.312687191	7.59616316	8.573261749
ENSMUSG00000030314	5.28932913	7.468868954	5.802030184	6.325349213	8.705563774	7.381309557	1.914896909	3.352134467	6.261936163	7.399939386	9.114980727	5.754958814	7.357454771	5.296710193	4.516933323	4.918205963	8.928007832	10.81441762	7.79562839	5.609883356	10.52744996	12.25295257	15.97315566	12.52528113
ENSMUSG00000030315	5.844140449	5.666636675	7.432204265	4.775866514	5.679751331	7.249965586	5.129263352	4.288576943	6.723043758	7.236595225	6.236771142	3.91102407	6.304143718	7.161312528	5.725866987	9.250554122	4.503396284	6.037587303	8.954037226	6.299699443	8.584344541	6.979046274	9.348821739	7.015397639
ENSMUSG00000030316	2.11562	1.851851	3.768595	4.036799	4.634835	0	3.478353	3.295893	1.233801	1.760633	1.3018	1.448773	1.939836	1.131997	2.525422	1.341627	1.1577	1.300488	1.889125	1.782578	1.861687	1.738127	0.405379	2.374601
ENSMUSG00000030327	17.787363	19.614109	18.25168	17.456297	16.432409	15.329091	12.066545	11.367581	11.32053	12.275265	14.19789	12.562422	10.137351	10.855999	9.749526	14.654183	12.856367	13.120515	11.46617	11.057927	10.834209	12.656076	11.6503	10.667254
ENSMUSG00000030330	8.184839724	9.74958789	3.320862423	4.192641806	3.679312047	10.70986531	11.53886598	9.724083478	7.643799378	9.218544381	9.228336061	6.175890933	3.888106356	5.422417691	5.445509717	8.153308468	4.528426389	7.053187772	5.633670766	7.124030487	2.661917617	8.04571696	3.250226961	3.270801193
ENSMUSG00000030335	31.4935	28.898756	19.663774	20.320789	23.661217	22.914766	23.144171	28.315319	11.795548	17.429148	17.659571	22.733624	21.013096	14.543569	17.141665	17.447847	14.492984	12.448827	18.355808	17.339146	14.686726	13.462279	16.216871	13.277539
ENSMUSG00000030339	77.679909	69.290535	64.397141	69.449013	57.518436	61.378311	75.891365	72.759071	54.296947	62.219372	61.74453	60.196995	57.90033	52.702305	51.660179	49.344273	52.139523	68.897606	53.578617	48.897419	50.89267	43.759102	53.762104	53.821587
ENSMUSG00000030340	0	0.533858841	0.189855383	0.872246222	0	1.061267012	0.362835336	1.246936208	3.222798554	4.255386573	2.743589952	3.410471136	4.917126767	5.774410664	4.308770757	3.604246214	5.128878734	2.511258732	4.346441312	6.015373266	6.939765742	5.574026835	5.297095272	4.36581712
ENSMUSG00000030341	48.64750775	38.91568375	73.86757592	41.82366945	56.97587997	38.72595079	23.02420841	37.53764834	32.07197397	27.20293249	33.71692022	35.10278945	29.78963525	27.78138949	29.13655908	23.51860909	31.37434392	23.55684826	39.50877349	40.2882176	45.29976945	24.84559702	33.4398132	26.90289822
ENSMUSG00000030342	32.986767	21.295538	104.149742	21.223633	57.153103	39.951244	33.744915	19.63188	15.368748	11.106051	12.094611	10.743545	8.531775	8.063792	11.117923	12.424202	14.025219	14.834539	8.055581	12.320226	14.157569	3.849816	8.1759	6.846911
ENSMUSG00000030352	8.497022919	5.88553878	12.18011536	8.019064812	10.57637976	6.789765066	3.627859393	6.194669223	7.70013139	6.785934953	5.790611126	6.205102422	5.936543206	8.514461479	7.685361471	6.106417408	8.532067637	7.989161703	8.232543005	8.499376389	8.55712807	6.907947064	6.741021413	5.629546308
ENSMUSG00000030357	193.021317	95.828789	83.566216	80.814072	92.490334	120.130844	90.786652	100.125107	88.160507	60.349499	71.366531	87.360107	116.228226	104.499199	96.848114	76.227974	90.477715	77.251526	99.244637	78.630127	82.374336	96.503944	84.904671	89.295143
ENSMUSG00000030359	271.9758128	202.9989912	233.2042587	341.2656339	288.4043495	389.8138263	230.7632667	337.6042876	915.2751182	634.9779435	735.7814246	474.1932068	628.6439248	741.5755401	545.947888	347.0771484	592.6586455	858.9196881	650.7788656	797.2466497	684.4755651	701.2834022	562.0350193	595.7989122
ENSMUSG00000030364	0	0	0	0.073048	0	0.089577	0.976002	2.116763	1.408322	8.086544	2.476217	3.969392	0.987022	1.970957	4.541262	5.204681	4.021797	2.286397	1.130862	2.771845	0.377776	1.624232	4.949145	1.354267
ENSMUSG00000030374	6.12679	7.555363	14.285201	7.312918	8.554873	7.599174	3.089094	5.117395	4.182871	4.14912	7.048975	4.032754	4.783816	5.463773	4.853436	4.687648	5.605486	8.252304	5.872961	4.818821	5.605995	4.275194	3.719271	4.914629
ENSMUSG00000030378	8.59577571	12.83920573	0.565562487	50.62760785	9.10652459	90.88087704	265.5075104	199.9724167	142.4686506	325.1704519	210.1458685	211.6509525	98.35407153	117.9873863	187.8969261	246.0579276	181.1816984	140.7341745	84.26351779	115.0127156	93.61630152	141.6226814	158.2533583	153.0605307
ENSMUSG00000030382	107.199295	57.14394	19.463779	209.918671	89.010025	245.788071	211.764191	302.173218	296.903137	241.703247	257.558167	319.809479	463.150574	392.199341	382.373993	317.91452	262.553558	254.177246	368.129578	297.344147	310.881042	363.76059	341.247192	333.930573
ENSMUSG00000030397	5.115315	4.027178	7.15221	1.620439	6.335379	2.546598	0.735077	1.910514	2.117619	1.406746	3.923963	3.047354	2.911204	3.578759	2.917551	0.977818	2.927312	3.001434	3.253236	3.241928	2.923562	1.326453	2.607215	2.311783
ENSMUSG00000030400	5.265761	1.654306	6.52332	3.848686	3.651109	3.331179	0.714198	1.436107	3.062913	2.847651	3.275224	1.512835	2.576222	3.318394	2.371331	2.540292	3.308762	3.94297	2.388417	4.184247	2.940836	2.463253	2.290277	2.547247
ENSMUSG00000030403	18.490103	18.863598	40.235767	11.807017	21.549973	12.569272	8.858149	11.940848	9.758464	8.671095	9.764907	7.813304	9.695344	10.42579	8.841245	6.724019	8.818661	10.053044	9.747951	12.113752	12.131005	6.575474	7.132675	5.218172
ENSMUSG00000030409	2.680513412	10.88864446	21.23258972	4.819096505	13.74009073	4.909676062	0.138358844	3.019447024	3.676247937	10.99634252	4.492652112	1.865568999	2.092477008	4.99029556	4.052502163	1.018383259	4.003609909	3.618228946	2.394806645	4.50486264	5.858737424	0.910475759	0.434037263	2.1568035
ENSMUSG00000030410	10.384124	10.552495	17.204712	9.776153	10.352548	6.017911	3.559056	6.635127	4.874067	6.670017	7.780275	5.292243	9.425626	8.728249	6.259635	5.565577	5.203483	7.285418	7.765793	8.900484	6.361165	4.712835	6.722977	5.236633
ENSMUSG00000030417	48.074512	43.669659	37.766914	22.900068	37.073307	32.612232	44.51115	42.362789	15.602448	19.437096	24.447918	33.565094	25.835024	19.226452	21.580816	26.215746	22.800203	22.861931	20.837263	23.593466	15.178182	14.257722	22.366373	21.397331
ENSMUSG00000030421	10.163754	14.664677	18.134062	13.051437	11.010579	9.364496	11.855404	9.622099	9.166699	11.294681	13.26265	9.33028	11.546859	8.923975	10.069016	10.322713	11.062679	12.414331	6.718754	6.326311	7.853959	7.808859	9.553438	9.117563
ENSMUSG00000030423	8.663375	7.303747	10.090038	5.304452	7.668998	5.968157	9.725028	6.608159	1.930063	2.753173	5.363866	5.032619	4.530072	3.39179	3.513083	4.200352	4.278498	3.979602	5.208033	5.289638	3.514906	4.779592	4.482581	4.747128
ENSMUSG00000030431	45.399525	35.503036	44.643875	32.918877	32.583481	28.842884	37.824959	43.644184	16.580938	20.342344	21.437639	31.330652	31.146576	20.984486	25.402506	20.617311	22.321669	19.184441	29.812572	25.338614	25.549728	16.80151	20.933895	24.501282
ENSMUSG00000030432	389.2282573	366.7732455	394.8752847	336.731148	277.9861533	228.6415778	201.7577617	242.712119	132.9094732	143.0121749	160.994974	182.6547036	176.2296203	132.3110038	164.3639885	124.0345722	136.1829638	121.7471613	158.3390592	180.5772244	147.4230437	122.5322675	136.0748501	117.2378586
ENSMUSG00000030435	25.69418227	20.51186463	29.9525219	20.68458623	22.52680731	18.2061484	11.0659642	17.30591663	16.02647797	16.04428338	16.22990178	18.74498136	14.81565329	18.31079338	17.37468985	16.1183877	19.45211325	16.69175855	18.2147559	16.90265527	15.20894508	15.08645447	14.53111461	13.63590145
ENSMUSG00000030447	6.145718472	4.259212453	8.942838045	5.207049621	6.724636308	6.243820813	5.453945842	5.959583568	6.37685669	5.237710841	6.376656026	5.56825841	5.451815906	5.864921529	5.325466559	5.802148747	7.263357055	7.429671459	5.555820729	5.490700489	6.54384637	5.410549196	6.966117415	6.241510112
ENSMUSG00000030451	1.843111741	2.537078586	3.763519758	2.268857799	2.921849524	2.101566378	0.452519275	0.876904935	2.753839197	2.411487577	2.796460304	1.455119645	2.059929421	2.055116351	1.405051076	1.501664956	0.429923215	3.271766295	1.744862875	1.476841478	2.430283441	2.922379121	3.21653118	2.672983793
ENSMUSG00000030452	5.961635517	7.81655552	12.9105236	8.30237951	6.57930986	10.29508427	11.81345687	9.372392536	7.786628009	10.38969417	11.76763949	7.863969864	6.787769708	7.931138913	7.052163401	10.26878252	8.16435132	11.47875554	5.696970541	5.996237748	7.523396541	7.502569562	9.670644734	7.15461839
ENSMUSG00000030465	2.061978767	4.307506622	0.301704842	2.384166677	1.453999921	2.498059473	1.249122465	1.7766522	4.838776089	4.163815903	3.501575639	2.063154903	0.114846534	0.626586565	1.835397453	3.126445606	1.29090844	5.17176283	2.361471536	0.35726854	4.079507005	2.036930336	0.59553571	3.256198076
ENSMUSG00000030470	14.76907872	13.10619409	0.080679241	8.81819485	4.375501266	22.07303338	62.06904164	28.00103474	20.64762145	19.68641257	27.73476728	27.92565335	21.62500848	22.48646201	26.85940377	23.52943085	20.07295661	18.6308374	37.583544	33.31115948	24.87546942	11.25874428	24.64401586	31.53581332
ENSMUSG00000030474	3.783457	2.738299	4.468398	1.927074	4.317626	3.131631	1.241065	3.583569	2.031779	2.518501	1.555994	1.771513	1.30668	2.350763	1.8191	0.881539	0.908332	2.28579	1.07425	2.791245	1.634753	0.687113	1.213112	0.210212
ENSMUSG00000030483	5.4745	0.859995	5.891109	0.996961	11.975456	2.267218	0.267184	1.896908	0.558929	0.164503	0	0	8.271106	5.965583	8.21917	2.646367	0.317788	0	4.713019	2.113885	2.758666	0.39861	2.062418	0.521076
ENSMUSG00000030494	4.621956	4.803396	29.118128	4.474997	9.521017	6.486085	2.964093	3.697128	3.487499	2.877827	2.892169	4.143394	4.007603	3.313766	3.026186	3.138809	6.207442	3.496441	3.721016	4.575091	3.792279	3.104743	3.229683	3.416576
ENSMUSG00000030498	3.51557	4.339899	2.217312	6.030166	4.249893	5.214993	19.113398	7.942686	9.790917	11.838232	10.320382	7.284273	9.519601	10.267429	21.870766	27.200327	24.76866	15.574971	7.911825	8.544004	23.450928	21.825583	22.238604	20.343866
ENSMUSG00000030499	6.763556217	5.350863811	13.33574004	6.471285294	7.753599836	4.836265509	0.158705103	0.929326475	1.051663152	3.151867272	4.669326268	1.924016382	0	1.64228736	0.894539633	3.101919806	2.619221639	5.201173564	1.398747379	2.490165484	2.940627054	3.07276634	0.443282829	2.25965845
ENSMUSG00000030505	6.765509	4.945633	12.22985	4.542627	4.840564	6.93188	2.987679	3.027941	1.985201	2.558094	5.07134	2.859239	2.653247	2.151081	1.986887	2.522811	3.364233	2.579197	2.577242	3.118551	1.703005	1.740908	0.775654	0.782063
ENSMUSG00000030512	18.969048	9.518245	20.153423	10.480272	13.658064	15.217001	14.57442	14.717175	8.125051	5.494479	8.654214	9.252184	9.69173	7.472733	5.778688	10.319688	9.989985	6.292032	6.512028	8.667814	5.919572	6.985671	5.596118	5.858219
ENSMUSG00000030513	36.4168159	33.51875898	32.03299764	33.12141741	32.58263532	39.723171	8.20229	14.242042	26.7528	22.77936317	33.20827399	19.111269	30.850494	32.421288	18.261942	22.493513	27.94415973	34.928093	32.883297	23.19267035	28.97426082	28.074671	33.544476	32.85705087
ENSMUSG00000030516	3.894220334	6.341528342	11.05368066	5.041876105	5.114367278	2.712182097	1.333866161	2.480043022	5.080130696	2.339769994	3.248709904	2.198483187	3.60869291	4.738410687	2.832151275	2.904701068	3.633186458	3.857586303	3.158028325	2.276291602	5.070556781	4.514954044	3.873659667	4.224495137
ENSMUSG00000030521	8.797319	5.702049	12.674484	5.92441	6.496486	5.775048	7.895535	5.835292	4.41638	2.964957	4.816556	4.689721	4.831346	2.874449	3.007122	2.909462	4.670935	3.040925	3.479009	2.901438	2.251478	3.337401	1.679958	2.885703
ENSMUSG00000030522	7.544107	7.448999	6.495907	5.937272	5.058569	5.995729	3.190183	3.407568	6.049372	4.709954	6.301852	3.964298	5.111593	5.225873	3.890921	4.429436	5.996252	7.214939	4.543334	5.395039	5.106374	4.762346	5.409824	5.858502
ENSMUSG00000030528	0.255554	0.174118	0	0.858931	0.220119	0.179154	0.437425	0.122699	0.551559	1.020513	0.531855	0.945774	1.312409	2.04167	0.552305	2.573997	0.282958	0.843921	0.287591	0.261957	1.263679	1.459885	2.090539	6.274912
