#NAME	EI_01	EI_02	EI_03	EI_04	EI_05	EI_06	EI_07	EI_08	EI_09	EI_10	EI_11	EI_12	EI_13	EI_14	EI_15	EI_16	EI_17	EI_18	EI_19	EI_20	EI_21	EI_22	EI_23	EI_24
#CLASS:Condition	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Affected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected	Unaffected
#CLASS:Treatment	Sham	Sham	Sham	Sham	Sham	Sham	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Sham	Sham	Sham	Sham	Sham	Sham	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Vancomycin	Vancomycin
#CLASS:Sex	Female	Female	Female	Male	Male	Male	Female	Female	Female	Male	Male	Male	Female	Female	Female	Male	Male	Male	Female	Female	Female	Male	Male	Male
ENSMUSG00000023883	28.709002	19.211472	48.658531	17.736435	17.526869	20.060246	14.074025	12.665813	7.409285	10.275413	11.692722	10.140596	10.648993	8.594257	10.033519	8.828388	8.791854	9.854443	8.311737	8.053015	8.319329	7.226404	7.010746	7.349344
ENSMUSG00000023886	1.538758	0	2.761259	3.090997	7.441607	1.392566	3.085947	4.27469	3.123678	0.788396	2.004279	1.338767	1.628133	1.245474	0.587839	0.371513	0.748067	0.692635	1.630845	2.469959	2.845572	1.423473	1.499307	1.720362
ENSMUSG00000023904	32.10538893	26.50651117	14.80207992	32.29130902	24.01642219	36.69919681	37.95279818	36.60185518	22.13957169	21.89379503	26.9274021	29.76060151	33.5955255	26.88454402	32.89394976	27.48963342	27.69314372	19.07252924	38.59283405	38.1241849	30.76144361	22.42097049	33.15170695	27.9304527
ENSMUSG00000023905	25.279015	30.469881	143.4801665	7.2829	61.034412	14.731519	13.962814	4.655252	5.770514	5.605544	6.212212	4.190072	5.780858	5.232336	6.822814	6.454653	5.932129	8.070042	4.166766	5.179204	4.014597	4.391711	3.355127	4.013146
ENSMUSG00000023911	1.576537	1.973303	4.027521	1.457343	0.914002	0.695137	1.381395	2.275975	0	2.940431	1.363843	1.094612	2.066759	0	1.196302	1.035184	0.599251	1.11498	0.358858	0	0	0	0	0
ENSMUSG00000023913	1.346251	4.076468	10.645134	4.996604	9.124524	1.295716	1.186501	1.511504	2.430483	1.209611	0.65464	2.295584	0.851525	0.72185	5.729972	1.164915	0.328175	1.182021	0.596378	1.217058	2.609564	0.695153	0.858518	0.470916
ENSMUSG00000023915	4.264783	3.657362	11.296051	2.608557	6.162534	2.484312	1.184143	2.265429	3.510416	1.313953	2.860736	1.916264	2.809132	3.593405	2.611223	1.132426	1.676176	1.273821	1.186024	2.968392	2.949254	0.974507	1.453517	1.216567
ENSMUSG00000023921	25.140636	29.80868	22.842754	45.135506	35.941029	36.00222	28.956999	33.630466	45.947769	32.342789	46.709827	41.031548	39.032326	43.409023	38.48111	49.928082	41.018951	40.741398	46.875393	36.414562	51.497002	49.485863	53.903477	47.161858
ENSMUSG00000023923	2.326031	2.462623	5.077665	3.269422	2.877235	0	0	0	1.124857	1.591546	2.240757	0	0	2.174622	1.434034	0	2.447458	0.595499	0	0	2.831258	0	0	1.701024
ENSMUSG00000023932	2.745057	0.402218	4.92487	2.334957	2.119703	1.025147	0.717984	0.151107	3.919547	0	2.872589	2.765924	0.541747	2.705516	2.234699	3.290307	4.709438	3.09117	3.479775	0.841332	4.004354	4.440921	3.303412	3.442
ENSMUSG00000023938	11.067605	9.487593	8.180407	6.70017	5.974702	8.693629	2.542692	5.63274	5.82025	5.295418	8.114899	5.510128	6.085437	6.129361	4.392993	4.744245	6.961511	7.342753	7.260588	6.458934	5.128289	6.205809	5.486825	5.325005
ENSMUSG00000023939	121.5001993	125.8470259	75.86430388	90.841829	74.66183257	107.7449135	263.4894941	155.5986107	52.05151722	90.38793175	76.91230564	128.9713829	83.40525556	61.35807551	119.0502138	84.08953155	67.19351626	51.98203963	78.41474989	86.2186032	76.73135342	67.00000387	73.77127452	68.82753025
ENSMUSG00000023942	49.34986701	38.58740644	19.03345544	41.52705529	27.07554846	30.97705704	22.7306136	40.76762865	43.9026404	32.06968203	20.58914755	34.11945538	55.95953255	52.52630486	51.48631306	43.54736267	29.11925255	21.89040417	45.78217335	52.98008525	61.92553311	35.17935456	44.26646091	40.07771286
ENSMUSG00000023944	616.0670258	506.9238113	749.2431953	433.5383733	489.3489626	434.562962	163.9257496	221.4349672	265.2760751	188.4175553	312.437676	281.3735751	288.3122694	290.0175333	277.2361506	214.1914474	288.386151	287.8337551	289.5341714	257.2094717	266.393716	306.7639091	277.8428203	256.3922595
ENSMUSG00000023951	10.23604116	29.19586999	13.42239545	12.8095854	14.38851181	11.13568832	8.141988495	13.07010416	16.80079402	27.95837504	15.77557008	10.56700555	18.15254984	27.56307796	15.12157238	12.02251	17.68837398	13.28918874	14.67586842	15.35548063	15.48256145	15.92421705	12.82437388	11.54607984
ENSMUSG00000023952	12.72597869	20.02395904	36.63621329	9.226918699	12.49060562	3.588915821	3.598881254	4.239261754	5.432108623	8.505271796	8.200302576	3.68810907	5.056238894	6.218158147	4.620877894	5.118570774	7.593857712	7.549843012	4.641388848	5.475174269	5.516900927	5.658147643	5.660768252	3.269936134
ENSMUSG00000023960	4.500497766	4.767986404	6.72937147	4.482585646	5.365527653	5.284578243	6.653170347	5.723992852	5.857692255	9.328120574	9.457084587	7.599052898	5.555333787	7.045535551	5.978823362	6.605884335	8.347905616	9.098684073	6.127968777	6.133450755	8.359555878	10.59157441	7.218407905	6.540880266
ENSMUSG00000023961	3.108293	2.142028	5.097718	2.442383	4.052492	2.46342	1.340871	0	2.161448	2.08717	0.090465	2.572866	0	2.495092	1.510553	1.107379	1.872039	0.987095	1.012372	0	2.159511	1.646747	0	1.57297
ENSMUSG00000023963	65.044632	48.97856953	54.462395	97.82232821	87.73584205	42.756992	13.43953	17.20875	14.73275955	7.281574	18.785711	5.413283	10.912351	9.069474	11.15342144	11.85440879	11.234987	12.734637	5.706276	7.174451	5.578858	2.3518	2.396283	2.798347
ENSMUSG00000023967	42.65189	40.505386	29.700939	31.879383	33.796879	34.058281	45.508694	39.444164	20.086859	24.82073	23.953854	33.039684	29.573433	23.470079	28.494423	24.403654	27.237141	25.434319	27.013685	18.095898	22.840134	19.574339	27.994524	24.54236
ENSMUSG00000023971	15.50985189	11.80415841	17.83754774	12.76340448	11.29480705	8.298431764	12.46479354	11.52262974	6.837278	6.616335828	11.601279	7.409821	8.652263607	7.389524	5.967673197	6.047098672	6.710497	5.403101094	8.35019853	6.93129299	8.389734102	5.73788	5.80194007	5.85172
ENSMUSG00000023973	19.462353	15.119912	16.122	18.18277	22.157932	17.343056	10.103658	14.774461	14.409683	13.854459	15.826704	17.029915	22.531937	19.750204	15.180625	16.276718	14.392472	15.844828	21.328371	20.46401	22.667336	23.35899	21.33408	21.596996
ENSMUSG00000023977	8.926295842	13.36676208	10.11457331	11.63949751	9.646030739	7.840402658	2.669207562	4.230163924	10.09576265	11.76545008	13.67068971	6.172648633	9.861688526	12.20782402	6.851191589	7.771826688	10.62506881	15.92220653	6.63993425	6.039025497	10.12443555	10.48730138	9.075090888	9.584140617
ENSMUSG00000023982	3.813046	5.508452	2.783647	1.551827	2.250003	1.163205	10.680819	4.668795	1.728543	1.55367	1.283134	2.754386	0.777347	0.652721	3.551061	1.037865	1.041333	0.283175	1.449843	3.715291	2.609492	0.749961	0.377319	0.630613
ENSMUSG00000023988	13.165009	9.254044	12.845184	7.451078	11.430269	9.984344	4.514286	6.36764	4.919752	4.506445	7.995974	6.243529	6.461257	5.300241	4.063429	4.066426	6.382322	6.598051	5.325548	4.540414	4.183977	4.980627	4.956244	4.52314
ENSMUSG00000023990	8.180778	6.184476	4.122163	6.12804	5.88214	4.69741	2.922988	4.583454	4.134529	3.201535	4.903238	2.244811	5.455102	3.42953	3.104004	3.801931	4.478346	4.559656	4.339389	5.218148	4.378261	2.874891	2.397279	3.294513
ENSMUSG00000023991	8.548255	8.188231	22.35465	5.319488	12.816993	2.587332	0.222235	1.880662	1.992303	2.497093	3.67272	2.787503	2.393243	2.53225	0.289013	1.544271	5.02966	3.924945	2.532112	3.873881	5.619159	2.222886	1.670815	1.879741
ENSMUSG00000023992	0.624738	0.528931	10.330402	1.362043	3.553142	0.788747	0	1.082023	0.076886	0.396195	0.60309	0.344528	0.454393	0.603518	0.511839	0.628206	0	0.346844	0	0.514454	0.811825	0	0	0
ENSMUSG00000024002	5.201949474	6.812720363	11.53689842	5.398984758	5.178627942	4.666061359	1.08725003	1.273028433	5.572760014	4.437634589	7.391332099	3.032805651	5.346337977	6.191206469	2.504741256	2.497536149	5.885609377	7.489536057	5.494384314	4.638206539	5.446995529	5.491439543	5.082193204	5.027558322
ENSMUSG00000024006	3.695126463	5.198262985	1.511289483	1.878845175	2.513829192	6.599547502	2.433408387	2.737831687	5.251161302	0.756079798	3.935410358	2.715885329	3.763821612	4.605151846	1.893844567	3.536706599	3.97253646	3.486811181	1.905274369	1.336073886	3.098235546	1.893957177	3.507726054	3.023652159
ENSMUSG00000024007	12.928758	8.294325	11.976423	7.294831	9.816171	12.716862	21.174568	14.137082	6.369509	7.208073	7.291536	10.554224	7.974867	6.345002	8.315307	9.124112	7.744175	5.963992	8.082163	7.308483	9.609499	6.266671	8.666131	6.251114
ENSMUSG00000024012	27.88093394	19.08669099	28.7090834	25.05406811	25.95071362	28.55040234	27.52581939	27.97877876	22.21160025	35.10609637	26.58124934	25.44213382	30.82720885	26.07088326	33.15396857	22.5246209	26.46763795	24.12942074	29.63754756	28.50717839	32.6628683	25.13350401	22.35190687	26.56154397
ENSMUSG00000024014	4.307218	9.167196	17.311909	7.545638	7.70064	10.084356	3.303653	4.101448	7.980638	17.312702	12.626239	11.007319	5.474019	8.310028	7.063528	10.813796	24.422646	17.817141	4.494534	5.250952	5.673675	12.389919	13.83334	11.429787
ENSMUSG00000024018	4.687759	4.69689	3.733823	3.072412	4.551886	5.945452	11.741371	11.147256	4.296007	5.57837	5.449078	9.30015	5.037573	4.249877	6.852036	5.778692	4.453007	3.912242	3.177569	5.471428	3.888105	5.301363	4.075091	2.653151
ENSMUSG00000024019	5.623257395	6.282232112	6.140919939	4.171917398	3.959916851	6.577075665	2.701973417	3.372458899	6.131849731	6.560662341	6.064520672	4.702153796	4.996880259	6.316286274	4.759689881	4.891453883	7.25726188	7.250594041	5.655837339	4.607307648	5.519729138	5.296450918	6.707309041	6.200572925
ENSMUSG00000024026	148.6419517	72.59867788	52.51841383	104.5316087	65.44644733	280.4456829	144.1769356	140.2945661	127.3616105	165.2642808	192.5803085	193.7301709	147.1592055	138.9542668	121.4171304	218.1653624	251.1508087	216.3804285	167.5242	171.0457675	176.3520829	200.9301025	203.6709079	202.1274993
ENSMUSG00000024029	0.145017	0	0.717592	0.480074	1.721653	0.376768	1.140529	1.76282	1.300454	11.397726	2.24509	12.50603	0	0	0.924258	0.82599	0.937301	0.592376	0	0	0	1.776096	4.108215	1.099579
ENSMUSG00000024037	3.193183	1.170917	4.328401	0.907941	1.295781	2.189467	1.953515	2.76241	1.099685	2.461509	3.200375	0.435418	0.865162	0.993565	0.823492	0.928688	0.904961	3.427051	2.368524	0.67956	1.068671	1.519021	0.501716	1.716741
ENSMUSG00000024038	38.89092282	47.90738808	30.98431759	51.03616001	39.96557084	49.90629481	68.80799998	55.40483711	31.94084351	52.26274315	31.81442246	59.89059822	43.22924466	31.81273116	54.39260129	43.87928153	34.04029047	30.70075222	39.8325851	40.0871973	36.97515546	33.00292108	44.75061572	36.25219294
ENSMUSG00000024039	79.05936529	45.05209632	37.08194106	84.67555759	47.82621081	120.2908476	40.45241781	61.68259191	101.4548365	80.5343934	89.10998188	90.07862719	117.7458821	112.431169	134.4925035	112.3493137	170.0572249	142.1481918	140.7378148	149.8680451	162.1593088	129.6381911	131.1041176	134.2829027
ENSMUSG00000024042	5.243963	9.506119	11.966264	5.16783	10.277681	3.323344	1.1669	2.241546	5.502462	2.416517	4.155211	2.390429	7.202884	5.378021	2.886448	1.376192	2.784985	4.393776	3.697827	2.70549	5.205813	4.511367	1.814186	2.261021
ENSMUSG00000024045	5.928993	11.236783	10.590295	6.473529	7.021704	5.47481	2.922882	4.78405	8.181447	8.799031	8.118875	5.803822	7.356241	8.923813	6.367843	5.292329	7.657492	8.795181	5.269869	6.061675	7.631661	7.655279	5.859895	5.245781
ENSMUSG00000024048	18.96637359	9.407595822	48.97808348	19.59050554	38.58093138	32.99175128	17.21682017	38.17321312	20.65986826	14.71958456	18.62279704	5.734955927	6.479638513	19.31939812	14.21533489	13.63282261	14.07561894	4.697031104	6.761585182	22.16701292	19.99303304	13.62382053	13.62426476	5.177221349
ENSMUSG00000024050	3.144521077	3.84464314	7.488489251	4.003286821	3.63129262	2.555635614	0.063785228	0.871364534	2.578146318	2.475992795	3.431686533	2.311298705	2.547217923	3.342386615	1.724228721	1.528159918	3.653137549	3.038312488	3.427644268	2.503408868	2.5754065	2.574231923	2.787705673	3.070091142
ENSMUSG00000024052	31.32635058	59.38730476	50.82368889	30.8545257	49.0270884	48.52772962	7.876673921	13.56239904	26.95755042	22.42002717	28.75394151	13.75258126	30.94967797	25.3393924	27.87043996	42.40417095	29.38139424	36.72864918	19.84306494	20.44715426	24.31239143	31.06665698	44.76587576	37.31378504
ENSMUSG00000024055	24.26057923	19.75483641	16.2946553	24.65649252	15.78677354	26.81390083	12.49490531	18.60406517	26.91524902	21.51195383	21.50309217	24.93865073	25.4781667	27.18862725	30.43927163	21.66339841	26.99646868	26.07181827	20.52160083	23.27409004	20.09417862	22.75177358	20.66031426	18.27078433
ENSMUSG00000024063	3.821546	3.960739	14.675401	3.381212	7.019744	5.375342	2.882754	5.426695	5.20887	3.274194	3.932814	3.60653	4.696262	4.121819	4.129206	1.597543	2.806764	2.163983	3.423417	7.341531	7.23574	3.348274	2.385892	2.869923
ENSMUSG00000024065	21.439655	33.720947	17.479382	25.624647	16.976212	20.947058	9.960659	13.002915	18.604837	8.063485	13.289886	9.399941	16.779448	19.500166	17.407581	15.94736	13.100649	15.709346	14.452943	17.958788	19.140299	12.914515	12.452164	13.875011
ENSMUSG00000024066	14.87099504	11.89857957	12.79982127	12.41645299	11.47442186	13.95543991	4.936219355	8.14065047	19.40129397	17.36499685	15.70650163	11.58403749	16.95048599	20.62787916	11.53656085	12.35720642	16.25943678	19.89452795	14.56417563	12.34598515	18.53284084	17.45283393	19.94427221	18.34965204
ENSMUSG00000024067	20.97981176	38.85392368	24.60996992	16.31745477	22.23273157	18.33999181	49.32952674	27.18446298	13.00275386	20.56311132	16.05579455	24.07417878	15.75550496	11.55885753	18.70425208	22.10354202	18.78380922	14.96651783	13.50471932	14.86345866	16.90171119	12.02311024	16.0304008	14.24981839
ENSMUSG00000024068	1.418359	3.364869	1.038978	1.704568	1.310284	1.392677	0	1.597929	1.726843	0	2.414166	3.129901	3.307681	0	2.807505	1.94758	1.497614	3.424227	1.296263	1.327923	1.703284	2.643883	4.636021	4.047107
ENSMUSG00000024069	6.683221211	5.19542042	5.286859395	4.108059935	4.814380398	4.235236047	5.104384767	4.502438277	4.86719431	3.97202755	3.924769141	4.486374709	4.122846053	4.049826447	3.830913262	4.111947246	3.362986331	4.328488345	5.150959275	4.598629814	2.911722681	3.659891936	4.284709694	3.509077532
ENSMUSG00000024070	11.25680235	14.98690494	6.134001079	18.97380772	8.995423417	21.86336957	13.43451934	18.41602095	24.06595304	22.10622437	22.56244017	19.59174297	17.77039647	24.11580109	19.96315004	16.08995158	24.84292687	25.94158545	27.80330768	17.6059418	18.90258462	24.30842171	22.21107568	20.39328599
ENSMUSG00000024072	20.021591	22.341503	30.2279	18.375298	18.935669	19.499996	20.221903	19.510708	13.804452	17.020939	16.824785	16.2194	14.062897	15.36193	14.850257	17.225805	15.742085	15.802128	15.874434	16.09445	14.662197	12.392358	16.699703	14.903793
ENSMUSG00000024073	2.299924769	0.289892984	3.774483917	2.750905099	3.256977761	2.606982031	0.762518956	1.052496443	2.756577967	3.501534581	3.454855026	2.232310846	2.613656212	1.161626216	1.786384965	2.095953066	3.743851551	0.760910003	2.502547474	2.386871755	3.250432058	3.954489427	3.907612281	3.958284601
ENSMUSG00000024074	2.243702	3.041859	6.538034	2.700907	4.465116	2.866652	1.095475	1.578431	2.919377	1.46751	4.329215	1.979531	2.63573	3.249027	1.515483	2.321927	2.826593	3.262523	2.423218	2.49782	3.697184	3.669829	2.904234	2.866418
ENSMUSG00000024078	6.586523	5.597509	8.776941	3.552055	5.022418	5.301934	3.920456	3.774587	2.760852	2.668656	3.533743	2.585605	3.199425	3.44229	3.327202	3.803722	3.923553	3.506495	3.170101	2.706013	2.781366	2.554875	3.549785	2.956785
ENSMUSG00000024081	9.825256	8.106931	12.858328	7.461478	9.129478	8.581691	4.893898	6.648406	5.828552	4.40977	7.608227	6.216013	7.195489	7.383105	5.682767	7.068732	7.45066	7.218792	4.685311	5.580906	7.004783	8.141749	6.614498	6.315225
ENSMUSG00000024082	6.956815212	6.454231027	6.05719196	7.27202313	6.645466015	6.215741654	7.555866894	6.392179338	4.269640185	4.270264781	5.031103406	5.590211362	3.567126721	4.755579543	4.476867206	6.299548396	4.989535508	4.766059768	4.690241165	5.777420727	4.252622434	4.566129668	5.008351448	5.023611903
ENSMUSG00000024083	6.257698403	6.330121263	11.72922943	5.808272623	8.327246618	5.809420785	2.8131386	3.988610727	5.520696073	4.017197339	6.411452919	4.53941537	4.705824785	6.159605025	3.39499522	5.116509957	6.500266071	7.530144372	5.479111205	5.381014992	7.097460013	7.646586443	6.983063648	5.361739456
ENSMUSG00000024084	8.794517	18.60670881	25.16147097	14.43175408	16.83082113	8.168501794	8.175973	13.24365483	11.33526435	5.004319	4.247391901	4.457868954	11.21857194	15.81975718	11.05123367	4.325047108	3.690676452	5.650536	7.806809971	8.535344648	7.439840452	3.144914424	2.633816	2.279709
ENSMUSG00000024085	24.787935	25.689014	20.618528	30.481106	32.469227	23.178623	8.92614	15.615544	27.489988	20.753016	32.135777	18.899483	23.008713	30.823483	17.324997	31.276424	29.001028	48.980156	27.295429	19.339186	29.687439	46.399231	39.886047	41.914799
ENSMUSG00000024091	32.920162	30.441769	46.793243	27.151815	31.974026	28.228539	16.833	19.731575	17.006861	14.912193	19.508158	19.078901	17.138567	17.786814	18.314074	20.782084	22.198082	21.458092	19.088154	19.657557	16.754995	18.653835	17.183846	21.339716
ENSMUSG00000024095	9.068175659	7.59209515	11.24672281	8.504188897	8.082917562	6.092622594	6.988906235	6.79829666	6.004920703	4.483831709	5.568738235	5.6055629	5.878036156	6.290643745	6.727024058	6.692256342	6.780155022	6.388614658	5.905314388	6.024786916	7.27312195	4.614473845	6.596115579	4.139468707
ENSMUSG00000024096	11.13953387	10.09446666	15.64833677	7.820437256	10.77905602	10.35468098	4.004074913	5.288595788	7.052543752	5.68763082	8.999660659	5.513974592	6.482107545	7.712508917	5.713374595	5.636537419	8.578035182	7.436336855	6.929571891	6.388003541	8.555548887	7.198513171	7.494372258	6.920609963
ENSMUSG00000024097	17.200611	13.717381	22.577204	10.553736	14.940456	11.837105	22.685244	14.519047	9.418609	9.768085	7.680858	10.761021	7.517875	7.672127	6.326028	9.395099	10.759303	7.569224	8.743544	10.673333	10.211281	7.998694	8.76279	6.337294
ENSMUSG00000024098	10.023503	9.924776	19.95751	9.338589	12.281325	11.284228	8.25218	7.503383	13.115644	10.197159	12.205311	9.245695	8.921933	12.724252	9.072636	10.335184	11.426068	13.184031	10.530899	10.681688	12.675917	11.62378	12.130734	12.07021
ENSMUSG00000024099	51.35965312	46.35373992	31.8185385	54.37036619	44.12854712	53.72452403	95.43908395	76.78273674	31.44112913	42.27217482	34.44928827	57.0828574	48.4597368	40.51079524	45.05544027	57.64313627	40.74253113	34.54288252	35.23958525	38.61971437	35.24034287	27.52930713	40.9401851	38.36691017
ENSMUSG00000024101	9.545082	4.401831	14.345983	11.604321	8.833417	8.131783	8.262186	9.873633	3.448138	3.672014	6.38115	5.013768	6.803716	2.709545	8.974918	7.553762	5.485713	4.043515	7.715672	7.367887	8.949183	4.917652	9.255397	7.611514
ENSMUSG00000024104	6.59483811	9.961513297	6.639544644	5.787923296	5.816576663	7.702581589	1.56914891	3.479608331	7.304329103	6.437856529	8.69935039	3.855857815	4.544647655	6.630253872	3.9886895	6.059427959	6.235859264	8.524366568	7.75096756	6.188192709	5.079196366	7.116787352	5.233586439	7.415066085
ENSMUSG00000024118	16.1911803	6.219166937	3.562298116	21.73058973	11.54368214	16.88087042	20.57017293	20.87296466	14.88793712	30.69093796	25.57506688	38.77663017	21.8251966	19.42753409	15.58757925	41.70496727	31.65137001	33.81935451	18.64219818	26.33210496	33.10781065	37.23923139	44.21271783	37.01919935
ENSMUSG00000024120	28.374828	24.22496	28.717529	31.136505	31.814898	27.481607	14.391488	21.486134	27.157883	19.541134	32.805088	24.615925	22.765999	26.119036	19.000944	22.983112	31.268353	31.551889	21.581266	21.242962	20.510735	24.976599	23.418909	22.539766
ENSMUSG00000024121	142.8799201	71.91891467	87.33000376	55.81490002	66.01930387	61.96738376	76.09129741	53.02674588	64.75244522	74.21944553	54.18922445	65.5614234	48.61483253	48.9345444	45.11475488	77.95399178	53.99761312	84.58946913	51.60705712	49.13880992	78.48960164	53.89050442	42.53824254	44.30305545
ENSMUSG00000024122	4.069438	6.7665	7.708376	5.330365	5.846064	4.094015	1.833198	2.433289	4.472033	4.48007	5.908255	3.30394	3.60526	4.744382	2.855783	3.426638	5.42424	7.535243	3.493492	2.741227	4.692559	3.62389	4.515068	4.982755
ENSMUSG00000024127	6.963315	6.593298	5.661016	5.005306	2.694822	6.662569	3.465863	2.892005	5.31239	5.249078	4.990672	3.43737	5.948496	4.315229	5.810357	4.241462	4.682539	6.612744	7.406957	4.121623	6.932018	5.083323	4.345276	4.042022
ENSMUSG00000024130	11.74165	17.214233	8.57869	9.107687	7.530837	13.943695	3.928049	6.179839	30.37773054	7.802041	7.842574	5.489584	14.987797	20.24164472	20.079994	8.828311	13.03631503	10.66072245	17.24732856	12.494668	15.81585383	8.968859	10.012238	9.273448495
ENSMUSG00000024131	5.801906	3.971256	2.468622	5.860766	3.691098	3.127358	4.54607	6.597317	6.928917	10.587287	4.381028	5.839334	17.058424	25.991535	16.517868	14.144395	17.626621	36.300846	18.119339	14.239347	19.295588	13.933382	12.372813	10.643747
ENSMUSG00000024132	206.976364	247.439774	88.189171	188.172226	178.225418	264.492584	215.522568	201.689987	109.636269	100.789665	171.139709	161.778137	168.296906	141.938217	127.733398	141.616058	129.008591	140.146896	235.271332	147.005844	136.508987	117.009888	181.544022	159.203781
ENSMUSG00000024140	24.615303	33.089714	34.709076	36.291294	30.640854	23.082668	10.663691	20.007563	39.638046	21.665764	32.873062	22.428818	35.326752	41.727921	23.512571	22.92454	33.253597	39.654606	33.110458	35.681122	46.282341	34.335243	43.651581	39.599812
ENSMUSG00000024142	3.490368	2.288868	3.957696487	2.700832153	2.712666495	3.254655	2.456891587	2.830194	2.377106	2.11665016	2.388824	2.560141	2.290229	2.216435	2.027841	2.343219884	2.024992	2.096012446	2.388202305	2.179534	1.788962	1.417168	2.467765	2.48553
ENSMUSG00000024143	3.273048	3.30111	12.811478	3.217134	5.24539	2.693389	1.260575	1.862248	2.030427	2.122379	2.010721	1.383534	1.707224	2.603456	1.582066	1.526473	2.216232	2.467807	1.87337	2.488509	2.672595	2.530402	2.349548	2.642169
ENSMUSG00000024145	9.13696	8.592328	13.102361	8.566072	9.811165	4.703978	6.072245	4.57207	2.645734	3.380141	4.244815	3.658639	3.247379	3.365166	4.662909	4.427343	5.297344	3.623672	3.190111	1.830328	4.450424	2.649796	1.692021	3.091486
ENSMUSG00000024146	25.144629	34.819954	21.360449	21.673597	19.993996	26.836901	39.123318	30.316547	16.129362	31.461634	17.499424	22.239906	16.515444	15.274274	20.609871	25.536955	19.851622	18.63516	17.359442	18.176174	16.711178	19.081562	16.949322	16.844236
ENSMUSG00000024150	123.7467464	121.5856202	113.2516754	138.7603988	145.4429344	89.48055409	173.8572801	121.0930237	71.79256534	68.23547793	83.54683542	66.47744811	73.22108291	79.47853476	83.74131603	84.11020373	70.94378113	72.77349862	85.6309302	79.58076875	85.75679986	63.66866559	61.23410801	66.31370725
ENSMUSG00000024155	2.856989	2.495396	7.520354	1.359908	1.504503	3.16114	4.575921	4.173662	5.687627	3.942285	3.494373	2.733081	2.335327	2.408176	6.168169	1.696139	2.257058	1.246153	3.059021	2.260239	2.485063	1.967232	1.954792	2.247753
ENSMUSG00000024158	163.4884624	138.5313813	49.88460369	129.5758422	102.8814867	184.1000762	319.261695	231.3520773	150.7637632	149.2758984	154.6968288	213.0924356	184.3466024	158.2931267	219.232446	188.9277155	175.5760856	152.0347819	162.6367583	150.6285581	125.4460499	161.4824614	165.8573467	138.7083144
ENSMUSG00000024160	2.339294	0.53214	4.002511	2.337795	2.026213	3.405397	0	0.724886	0.352747	2.261288	1.791993	0	0.937658	0.170435	0.382774	0.849113	2.362448	1.694356	1.314931	0.965948	0.327399	1.658473	1.559632	1.222934
ENSMUSG00000024163	4.98565	0.512193	4.026235	0.440506	3.77493	4.928949	4.421854	4.073974	2.796967	0.666828	3.559599	3.775413	3.539153	3.406338	0.472295	0.474179	3.724936	3.225903	3.160028	2.651762	2.429073	2.893616	2.193216	2.670519
ENSMUSG00000024164	1023.259155	763.03656	986.917419	921.489075	855.498474	854.680664	486.669769	667.193909	1787.404541	1221.404663	1247.649536	859.9422	1407.856567	1998.095703	1351.67334	661.163513	1092.258179	1481.198853	1484.014526	1655.917969	1391.459229	1013.484924	1023.023865	1054.518066
ENSMUSG00000024165	10.438536	5.92811	19.957552	8.671312	9.799369	11.631212	8.560814	9.066997	7.861045	9.634733	8.623217	10.797887	6.614629	7.644508	5.822899	7.799305	11.115486	11.25755	11.353048	11.634169	11.247495	9.670473	10.310458	9.634203
ENSMUSG00000024168	5.601213	6.64088	10.206335	6.528687	8.354107	6.308204	4.290038	5.036544	7.216251	2.642302	5.504191	5.388727	7.115538	5.762529	7.358119	4.760172	3.685199	3.760075	5.052681	8.373414	6.137804	4.51803	4.035857	4.444184
ENSMUSG00000024177	5.184987	5.669466	7.869002	4.643413	5.630807	2.257843	6.684582	4.415242	1.901784	3.647007	2.448095	4.683584	1.236066	1.95546	1.500766	3.575133	4.337261	2.340418	0.367318	1.568011	0.732711	1.64008	0.823983	0.453725
ENSMUSG00000024180	11.179061	10.754873	9.997262	8.303977	9.294416	8.452328	3.500051	5.24625	7.161792	8.4436	10.071237	7.106968	7.008754	6.679693	3.904284	7.154903	10.365765	11.414283	7.122917	5.28691	6.416535	8.208565	10.164545	9.598159
ENSMUSG00000024181	55.843033	49.366318	39.041058	42.024956	44.745811	45.661358	95.300293	74.552261	30.197979	37.364578	36.054466	46.562737	45.828304	33.359325	56.249046	42.484173	40.56963	36.279476	33.925014	38.706093	27.146523	31.65937	28.528265	27.372559
ENSMUSG00000024182	8.202693	5.71851	12.536242	6.702263	5.65228	8.276852	3.468418	4.461676	4.380285	5.127795	6.169245	3.610938	6.381025	4.805079	5.345823	3.778071	7.607536	6.170979	4.952013	4.641047	6.168641	4.62084	4.493112	3.875848
ENSMUSG00000024187	13.90835589	12.21092549	18.7209488	13.16909583	12.9692617	12.8265561	5.862900402	9.197027306	11.7587679	11.57343744	13.23369352	10.8199055	13.16299118	14.37297673	10.22596049	11.11374311	12.92303857	15.84633143	11.68687602	12.65879648	12.51930016	13.27708029	13.08345433	14.59732341
